id	name
2705000000	Газ каменноугольный, водяной, генераторный и аналогичные газы, кроме нефтяных газов и других газообразных углеводородов
2706000000	Смолы каменноугольные, буроугольные, торфяные и прочие минеральные смолы, обезвоженные или необезвоженные, частично ректифицированные или неректифицированные, включая "восстановленные" смолы
2707	Масла и другие продукты высокотемпературной перегонки каменноугольной смолы; аналогичные продукты, в которых масса ароматических составных частей превышает массу неароматических:
2708	Пек и кокс пековый, полученные из каменноугольной смолы или прочих минеральных смол:
270900	Нефть сырая и нефтепродукты сырые, полученные из битуминозных пород:
2710	Нефть и нефтепродукты, полученные из битуминозных пород, кроме сырых; продукты, в другом месте не поименованные или не включенные, содержащие 70
2711	Газы нефтяные и углеводороды газообразные прочие:
2712	Вазелин нефтяной; парафин, воск нефтяной микрокристаллический, гач парафиновый, озокерит, воск буроугольный, воск торфяной, прочие минеральные воски и аналогичные продукты, полученные в результате синтеза или других процессов, окрашенные или неокрашенные:
2713	Кокс нефтяной, битум нефтяной и прочие остатки от переработки нефти или нефтепродуктов, полученных из битуминозных пород:
2714	Битум и асфальт, природные; сланцы битуминозные или нефтеносные и песчаники битуминозные; асфальтиты и асфальтовые породы:
2715000000	Смеси битумные на основе природного асфальта, природного битума, нефтяного битума, минеральных смол или пека минеральных смол (например, битумные мастики, асфальтовые смеси для дорожных покрытий)
2716000000	Электроэнергия
VI	Продукция химической и связанных с ней отраслей промышленности (28-38)
28	Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов
2801	Фтор, хлор, бром и йод:
2802000000	Сера сублимированная или осажденная; сера коллоидная
2803000000	Углерод (сажи и прочие формы углерода, в другом месте не поименованные или не включенные)
2804	Водород, газы инертные и прочие неметаллы:
2805	Металлы щелочные или щелочно-земельные; металлы редкоземельные, скандий и иттрий в чистом виде, в смесях или сплавах; ртуть:
2806	Хлорид водорода (кислота соляная); кислота хлорсульфоновая:
280700	Серная кислота; олеум:
2808000000	Азотная кислота; сульфоазотные кислоты
2809	Пентаоксид дифосфора; фосфорная кислота; полифосфорные кислоты определенного или неопределенного химического состава:
281000	Оксиды бора; кислоты борные:
2811	Кислоты неорганические прочие и соединения неметаллов с кислородом неорганические прочие:
2812	Галогениды и галогенид оксиды неметаллов:
2813	Сульфиды неметаллов; трисульфид фосфора технический:
2814	Аммиак, безводный или в водном растворе:
2815	Гидроксид натрия (сода каустическая); гидроксид калия (едкое кали); пероксиды натрия или калия:
2816	Гидроксид и пероксид магния; оксиды, гидроксиды и пероксиды стронция или бария:
2817000000	Оксид цинка; пероксид цинка
2818	Искусственный корунд определенного или неопределенного химического состава; оксид алюминия; гидроксид алюминия:
2819	Оксиды и гидроксиды хрома:
2820	Оксиды марганца:
2821	Оксиды и гидроксиды железа; красители минеральные, содержащие 70
2822000000	Оксиды и гидроксиды кобальта; оксиды кобальта технические
2823000000	Оксиды титана
2824	Оксиды свинца; сурик свинцовый (красный и оранжевый):
2825	Гидразин и гидроксиламин и их неорганические соли; неорганические основания прочие; оксиды, гидроксиды и пероксиды металлов прочие:
2826	Фториды; фторосиликаты, фтороалюминаты и прочие комплексные соли фтора:
2827	Хлориды, хлорид оксиды и хлорид гидроксиды; бромиды и бромид оксиды; йодиды и йодид оксиды:
2828	Гипохлориты; гипохлорит кальция технический; хлориты; гипобромиты:
2829	Хлораты и перхлораты; броматы и перброматы; йодаты и перйодаты:
2830	Сульфиды; полисульфиды определенного или неопределенного химического состава:
2831	Дитиониты и сульфоксилаты:
2832	Сульфиты; тиосульфаты:
2833	Сульфаты; квасцы; пероксосульфаты (персульфаты):
2834	Нитриты; нитраты:
2835	Фосфинаты (гипофосфиты), фосфонаты (фосфиты) и фосфаты; полифосфаты определенного или неопределенного химического состава:
2836	Карбонаты; пероксокарбонаты (перкарбонаты); карбонат аммония технический, содержащий карбамат аммония:
2837	Цианиды, цианид оксиды, цианиды комплексные:
2839	Силикаты; силикаты щелочных металлов технические:
2840	Бораты; пероксобораты (пербораты):
2841	Соли оксометаллических или пероксометаллических кислот:
2842	Соли неорганических кислот или пероксокислот (включая алюмосиликаты определенного или неопределенного химического состава), кроме азидов, прочие:
2843	Металлы драгоценные в коллоидном состоянии; соединения неорганические или органические драгоценных металлов, определенного или неопределенного химического состава; амальгамы драгоценных металлов:
2844	Элементы химические радиоактивные и изотопы радиоактивные (включая делящиеся или воспроизводящиеся химические элементы и изотопы) и их соединения; смеси и остатки, содержащие эти продукты:
2845	Изотопы, кроме изотопов товарной позиции 2844; соединения неорганические или органические этих изотопов, определенного или неопределенного химического состава:
2846	Соединения, неорганические или органические, редкоземельных металлов, иттрия или скандия или смесей этих металлов:
2847000000	Пеpоксид водорода, отвеpжденный или не отвеpжденный мочевиной
2848000000	Фосфиды, определенного или неопределенного химического состава, за исключением феррофосфора
2849	Карбиды, определенного или неопределенного химического состава:
285000	Гидриды, нитриды, азиды, силициды и бориды, определенного или неопределенного химического состава, кроме соединений, являющихся карбидами товарной позиции 2849:
2852	Соединения ртути, неорганические или органические, определенного или неопределенного химического состава, кроме амальгам:
285300	Соединения неорганические прочие (включая дистиллированную или кондуктометрическую воду и воду аналогичной чистоты); воздух жидкий (с
29	Органические химические соединения
2901	Углеводороды ациклические:
2902	Углеводороды циклические:
2903	Галогенированные производные углеводородов:
2904	Сульфированные, нитрованные или нитрозированные производные углеводородов, галогенированные или негалогенированные:
2905	Спирты ациклические и их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2906	Спирты циклические и их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2907	Фенолы; фенолоспирты:
2908	Галогенированные, сульфированные, нитрованные или нитрозированные производные фенолов или фенолоспиртов:
2909	Эфиры простые, эфироспирты, эфирофенолы, эфироспиртофенолы, пероксиды спиртов, простых эфиров и кетонов (определенного или неопределенного химического состава) и их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2910	Эпоксиды, эпоксиспирты, эпоксифенолы и эпоксиэфиры, содержащие в структуре трехчленное кольцо, и их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2911000000	Ацетали и полуацетали, содержащие или не содержащие другую кислородсодержащую функциональную группу, и их галогенированные, сульфированные, нитрованные или нитрозированные производные
2912	Альдегиды, содержащие или не содержащие другую кислородсодержащую функциональную группу; полимеры альдегидов циклические; параформальдегид:
2913000000	Производные соединений товарной позиции 2912, галогенированные, сульфированные, нитрованные или нитрозированные
2914	Кетоны и хиноны, содержащие или не содержащие другую кислородсодержащую функциональную группу, и их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2915	Кислоты ациклические монокарбоновые насыщенные и их ангидриды, галогенангидриды, пероксиды и пероксикислоты; их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2916	Кислоты ациклические монокарбоновые ненасыщенные, кислоты циклические монокарбоновые, их ангидриды, галогенангидриды, пероксиды и пероксикислоты; их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2917	Кислоты поликарбоновые, их ангидриды, галогенангидриды, пероксиды и пероксикислоты; их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2918	Кислоты карбоновые, содержащие дополнительную кислородсодержащую функциональную группу, и их ангидриды, галогенангидриды, пероксиды и пероксикислоты; их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2919	Эфиры фосфорной кислоты сложные и их соли, включая лактофосфаты; их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2920	Сложные эфиры прочих неорганических кислот неметаллов (кроме сложных эфиров галогенводородов) и их соли; их галогенированные, сульфированные, нитрованные или нитрозированные производные:
2921	Соединения с аминной функциональной группой:
2921511100	"– – – – м-фенилендиамин чистотой 99 мас.% или более и содержащий: - 1 мас.% или менее воды,- 200 мг/кг или менее о-фенилендиамина, и - 450 мг/кг или менее
- 1 мас.% или менее воды,
о-фенилендиамина, и
п-фенилендиамина
"
2922	Аминосоединения, включающие кислородсодержащую функциональную группу:
2923	Соли и гидроксиды четвертичного аммониевого основания; лецитины и фосфоаминолипиды прочие, определенного или неопределенного химического состава:
2924	Соединения, содержащие функциональную карбоксамидную группу; соединения угольной кислоты, содержащие функциональную амидную группу:
2925	Соединения, содержащие функциональную карбоксимидную группу (включая сахарин и его соли), и соединения, содержащие функциональную иминную группу:
2926	Соединения, содержащие функциональную нитрильную группу:
2927000000	Диазо-, азо- или азоксисоединения
292800	Производные гидразина или гидроксиламина органические:
2929	Соединения, содержащие другие азотсодержащие функциональные группы:
2930	Соединения сероорганические:
2931	Соединения органо-неорганические прочие:
2932	Соединения гетероциклические, содержащие лишь гетероатом(ы) кислорода:
2933	Соединения гетероциклические, содержащие лишь гетероатом(ы) азота:
2934	Hуклеиновые кислоты и их соли, определенного или неопределенного химического состава; гетероциклические соединения прочие:
293500	Сульфонамиды:
2936	Провитамины и витамины, природные или синтезированные (включая природные концентраты), их производные, используемые в основном в качестве витаминов, и смеси этих соединений, в том числе в любом растворителе:
2937	Гормоны, простагландины, тромбоксаны и лейкотриены, природные или синтезированные; их производные и структурные аналоги, включающие цепочечные модифицированные полипептиды, используемые в основном в качестве гормонов:
2938	Гликозиды, природные или синтезированные, их соли, простые и сложные эфиры и прочие производные:
2939	Алкалоиды растительного происхождения, природные или синтезированные, их соли, простые и сложные эфиры и прочие производные:
2940000000	Сахара химически чистые, кроме сахарозы, лактозы, мальтозы, глюкозы и фруктозы; простые эфиры сахаров, ацетали сахаров и сложные эфиры сахаров, их соли, кроме продуктов товарной позиции 2937, 2938 или 2939
2941	Антибиотики:
2942000000	Соединения органические прочие
30	Фармацевтическая продукция
3001	Железы и прочие органы, предназначенные для органотерапии, высушенные, измельченные или не измельченные в порошок; экстракты желез или прочих органов или их секретов, предназначенные для органотерапии; гепарин и его соли; прочие вещества человеческого или животного происхождения, подготовленные для использования в терапевтических или профилактических целях, в другом месте не поименованные или не включенные:
3002	Кровь человеческая; кровь животных, приготовленная для использования в терапевтических, профилактических или диагностических целях; сыворотки иммунные, фракции крови прочие и иммунологические продукты, модифицированные или немодифицированные, в том числе полученные методами биотехнологии; вакцины, токсины, культуры микроорганизмов (кроме дрожжей) и аналогичные продукты:
3003	Лекарственные средства (кроме товаров товарной позиции 3002, 3005 или 3006), состоящие из смеси двух или более компонентов, для использования в терапевтических или профилактических целях, но не расфасованные в виде дозированных лекарственных форм или в формы или упаковки для розничной продажи:
3004	Лекарственные средства (кроме товаров товарной позиции 3002, 3005 или 3006), состоящие из смешанных или несмешанных продуктов, для использования в терапевтических или профилактических целях, расфасованные в виде дозированных лекарственных форм (включая лекарственные средства в форме трансдермальных систем) или в формы  или упаковки для розничной продажи:
3005	Вата, марля, бинты и аналогичные изделия (например, перевязочный материал, лейкопластыри, припарки), пропитанные или покрытые фармацевтическими веществами или расфасованные в формы или упаковки для розничной продажи, предназначенные для использования в медицине, хирургии, стоматологии или ветеринарии:
3006	Фармацевтическая продукция, упомянутая в примечании 4 к данной группе:
31	Удобрения
3101000000	Удобрения животного или растительного происхождения, смешанные или несмешанные, химически обработанные или необработанные; удобрения, полученные смешиванием или химической обработкой продуктов растительного или животного происхождения
3102	Удобрения минеральные или химические, азотные:
3103	Удобрения минеральные или химические, фосфорные:
3104	Удобрения минеральные или химические, калийные:
3105	Удобрения минеральные или химические, содержащие два или три питательных элемента: азот, фосфор и калий; удобрения прочие; товары данной группы в таблетках или аналогичных формах или в упаковках, брутто-масса которых не превышает 10
32	Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; полиграфическая краска, чернила, тушь
3201	Экстракты дубильные растительного происхождения; таннины и их соли, эфиры простые и сложные и прочие производные:
3202	Органические дубильные вещества синтетические; неорганические дубильные вещества; препараты для дубления, содержащие или не содержащие природные дубильные вещества; ферментные препараты для предварительного дубления:
320300	Красящие вещества растительного или животного происхождения (включая красящие экстракты, кроме животного угля), определенного или неопределенного химического состава; препараты, изготовленные на основе красящих веществ растительного или животного происхождения, указанные в примечании 3 к данной группе:
3204	Органические красящие вещества синтетические, определенного или неопределенного химического состава; препараты, изготовленные на основе синтетических органических красящих веществ, указанные в примечании 3 к данной группе; синтетические органические продукты, используемые в качестве оптических отбеливателей или люминофоров, определенного или неопределенного химического состава:
3205000000	Цветные лаки; препараты на основе цветных лаков, указанные в примечании 3 к данной группе
3206	Красящие вещества прочие; препараты, указанные в примечании 3 к данной группе, отличные от препаратов товарной позиции 3203, 3204 или 3205; неорганические продукты, используемые в качестве люминофоров, определенного или неопределенного химического состава:
3207	Готовые пигменты, готовые глушители стекла и готовые краски, эмали и глазури стекловидные, ангобы (шликеры), глянцы жидкие и аналогичные препараты, используемые при производстве керамики, эмали или стекла; фритта стекловидная и стекло прочее в порошке, гранулах или хлопьях:
3208	Краски и лаки (включая эмали и политуры) на основе синтетических полимеров или химически модифицированных природных полимеров, диспергированные или растворенные в неводной среде; растворы, указанные в примечании 4 к данной группе:
3209	Краски и лаки (включая эмали и политуры) на основе синтетических полимеров или химически модифицированных природных полимеров, диспергированные или растворенные в водной среде:
321000	Краски и лаки прочие (включая эмали, политуры и клеевые краски); готовые водные пигменты, используемые для отделки кож:
3211000000	Готовые сиккативы
3212	Пигменты (включая металлические порошки и хлопья), диспергированные в неводных средах, жидкие или пастообразные, используемые при производстве красок (включая эмали); фольга для тиснения; красители и прочие красящие вещества, расфасованные в формы или упаковки для розничной продажи:
3213	Краски художественные, используемые художниками, студентами или для оформления вывесок, лессировочные краски, краски для досуга и аналогичные продукты в таблетках, тюбиках, банках, флаконах, лотках или в аналогичных формах или упаковках:
3214	Замазки стекольная и садовая, цементы смоляные, составы для уплотнения и прочие мастики; шпатлевки для малярных работ; неогнеупорные составы для подготовки поверхностей фасадов, внутренних стен зданий, полов, потолков или аналогичные:
3215	Краска полиграфическая, чернила или тушь для письма или рисования и прочие чернила, концентрированные или неконцентрированные, твердые или нетвердые:
33	Эфирные масла и резиноиды; парфюмерные, косметические или туалетные средства
3301	Масла эфирные (содержащие или не содержащие терпены), включая конкреты и абсолюты; резиноиды; экстрагированные эфирные масла; концентраты эфирных масел в жирах, нелетучих маслах, восках или аналогичных продуктах, получаемые методом анфлеража или мацерацией; терпеновые побочные продукты детерпенизации эфирных масел; водные дистилляты и водные растворы эфирных масел:
3302	Смеси душистых веществ и смеси (включая спиртовые растворы) на основе одного или более таких веществ, используемые в качестве промышленного сырья; прочие препараты на основе душистых веществ, используемые для изготовления напитков:
330300	Духи и туалетная вода:
3304	Косметические средства или средства для макияжа и средства для ухода за кожей (кроме лекарственных), включая средства против загара или для загара; средства для маникюра или педикюра:
3305	Средства для волос:
3306	Средства для гигиены полости рта или зубов, включая фиксирующие порошки и пасты для зубных протезов; нитки, используемые для очистки межзубных промежутков (зубной шелк), в индивидуальной упаковке для розничной продажи:
3307	Средства, используемые до, во время или после бритья, дезодоранты индивидуального назначения, составы для принятия ванн, средства для удаления волос и прочие парфюмерные, косметические или туалетные средства, в другом месте не поименованные или не включенные; дезодоранты для помещений, ароматизированные или неароматизированные, обладающие или не обладающие дезинфицирующими свойствами:
34	Мыло, поверхностно–активные органические вещества, моющие средства, смазочные материалы, искусственные и готовые воски,  составы для чистки или полировки, свечи и аналогичные изделия, пасты для лепки, пластилин, "зубоврачебный воск" и зубоврачебные составы на основе гипса
3401	Мыло; поверхностно-активные органические вещества и средства, применяемые в качестве мыла, в форме брусков, кусков или в виде формованных изделий, содержащие или не содержащие мыло; поверхностно-активные органические вещества и средства для мытья кожи в виде жидкости или крема и расфасованные для розничной продажи, содержащие или не содержащие мыло; бумага, вата, войлок или фетр и нетканые материалы, пропитанные или покрытые мылом или моющим средством:
3402	Вещества поверхностно-активные органические (кроме мыла); поверхностно-активные средства, моющие средства (включая вспомогательные моющие средства) и средства чистящие, содержащие или не содержащие мыло (кроме средств товарной позиции 3401):
3403	Материалы смазочные (включая смазочно-охлаждающие эмульсии для режущих инструментов, средства для облегчения вывинчивания болтов или гаек, средства для удаления ржавчины или антикоррозионные средства и препараты для облегчения выемки изделий из форм, изготовленные на основе смазок) и средства, используемые для масляной или жировой обработки текстильных материалов, кожи, меха или прочих материалов, кроме средств, содержащих в качестве основных компонентов 70
3404	Воски искусственные и готовые воски:
3405	Ваксы и кремы для обуви, полироли и мастики для мебели, полов, автомобильных кузовов, стекла или металла, чистящие пасты и порошки и аналогичные средства (в том числе бумага, вата, войлок или фетр, нетканые материалы, пористые пластмассы или пористая резина, пропитанные или покрытые такими средствами), кроме восков товарной позиции 3404:
3406000000	Свечи, тонкие восковые свечки и аналогичные изделия
3407000000	Пасты для лепки, включая пластилин для детской лепки; "зубоврачебный воск" или составы для получения слепков зубов, расфасованные в наборы, в упаковки для розничной продажи или в виде плиток, в форме подков, в брусках или аналогичных формах; составы для зубоврачебных целей прочие на основе гипса (кальцинированного гипса или сульфата кальция)
35	Белковые вещества; модифицированные крахмалы; клеи; ферменты
3501	Казеин, казеинаты и прочие производные казеина; клеи казеиновые:
3502	Альбумины (включая концентраты двух или более сывороточных белков, содержащих более 80
350300	Желатин (в том числе в прямоугольных (включая квадратные) листах, с поверхностной обработкой или без обработки, окрашенный или неокрашенный) и производные желатина; клей рыбий; клеи прочие животного происхождения, кроме казеиновых товарной позиции 3501:
350400	Пептоны и их производные; белковые вещества прочие и их производные, в другом месте не поименованные или не включенные; порошок из кожи, или голья, хромированный или нехромированный:
3505	Декстрины и прочие модифицированные крахмалы (например, крахмалы, предварительно желатинизированные или превращенные в сложный эфир); клеи на основе крахмалов или декстринов, или прочих модифицированных крахмалов:
3506	Готовые клеи и прочие готовые адгезивы, в другом месте не поименованные или не включенные; продукты, пригодные для использования в качестве клеев или адгезивов, расфасованные для розничной продажи в качестве клеев или адгезивов, нетто-массой не более 1
3507	Ферменты; ферментные препараты, в другом месте не поименованные или не включенные:
36	Взрывчатые вещества; пиротехнические изделия; спички; пирофорные сплавы; некоторые горючие вещества
3601000000	Порох
3602000000	Вещества взрывчатые готовые, кроме пороха
360300	Шнуры огнепроводные; шнуры детонирующие; капсюли ударные или детонирующие; запалы; электродетонаторы:
3604	Фейерверки, ракеты сигнальные, дождевые ракеты, сигналы противотуманные и изделия пиротехнические прочие:
3605000000	Спички, кроме пиротехнических изделий товарной позиции 3604
3606	Ферроцерий и сплавы пирофорные прочие в любых формах; изделия из горючих материалов, указанные в примечании 2 к данной группе:
37	Фото– и кинотовары
3701	Фотопластинки и фотопленки плоские, сенсибилизированные, неэкспонированные, из любых материалов, кроме бумаги, картона или текстильных; пленки плоские для моментальной фотографии, сенсибилизированные, неэкспонированные, в упаковке или без упаковки:
3702	Фотопленка в рулонах, сенсибилизированная, неэкспонированная, из любых материалов, кроме бумаги, картона или текстильных; пленка для моментальной фотографии в рулонах, сенсибилизированная, неэкспонированная:
3703	Фотографические бумага, картон и текстильные материалы, сенсибилизированные, неэкспонированные:
370400	Фотографические пластинки, пленка, бумага, картон и текстильные материалы, экспонированные, но не проявленные:
3705	Фотопластинки и фотопленка, экспонированные и проявленные, кроме кинопленки:
3706	Кинопленка, экспонированная и проявленная, со звуковой дорожкой или без звуковой дорожки, или содержащая только звуковую дорожку:
3707	Фотохимикаты (кроме лаков, клеев, адгезивов и аналогичных препаратов); продукты несмешанные, используемые для фотографических целей, представленные в отмеренных дозах или упакованные для розничной продажи в готовом к использованию виде:
38	Прочие химические продукты
3801	Графит искусственный; графит коллоидный или полуколлоидный; продукты, полученные на основе графита или прочего углерода, в виде паст, блоков, пластин или прочих полуфабрикатов:
3802	Уголь активированный; продукты минеральные природные активированные; уголь животный, включая использованный животный уголь:
380300	Масло талловое, рафинированное или нерафинированное:
3804000000	Щелок, остающийся при изготовлении древесной массы, концентрированный или неконцентрированный, обессахаренный или необессахаренный, химически обработанный или необработанный, включая сульфонаты лигнина, кроме таллового масла товарной позиции 3803
3805	Скипидар живичный, древесный или сульфатный и масла терпеновые прочие, получаемые путем перегонки или другой обработки древесины хвойных пород; дипентен неочищенный; скипидар сульфитный и пара-цимол неочищенный прочий; масло сосновое, содержащее альфа-терпинеол в качестве главного компонента:
